date,open,high,low,close,volume
2023-10-16,1573.04,1574.46,1569.88,1571.24,16877
2023-10-17,1568.86,1570.97,1563.35,1569.07,26724
2023-10-18,1567.41,1573.89,1562.53,1571.06,19734
2023-10-19,1588.43,1593.69,1580.9,1584.36,34480
2023-10-20,1572.24,1578.62,1565.72,1574.3,13992
2023-10-23,1584.33,1587.79,1581.55,1583.2,25545
2023-10-24,1577.37,1579.37,1572.93,1576.57,19832
2023-10-25,1592.19,1594.27,1590.64,1592.84,28722
2023-10-26,1589.02,1592.42,1583.84,1586.38,28466
2023-10-27,1597.87,1599.39,1593.99,1596.84,22182
2023-10-30,1614.86,1616.09,1608.08,1611.85,23037
2023-10-31,1583.05,1584.17,1581.99,1583.23,14737
2023-11-01,1577.84,1579.52,1573.33,1577.25,8026
2023-11-02,1588.72,1594.82,1586.91,1588.81,13989
2023-11-03,1590.52,1592.88,1585.85,1589.25,34494
2023-11-06,1572.39,1580.83,1567.69,1575.86,13508
2023-11-07,1583.65,1586.91,1580.3,1584.43,34920
2023-11-08,1589.64,1596.32,1584.0,1593.45,23330
2023-11-09,1604.8,1610.67,1603.5,1605.63,12184
2023-11-10,1594.43,1601.5,1591.14,1593.51,8202
2023-11-13,1570.27,1577.3,1565.41,1571.84,23879
2023-11-14,1582.29,1585.97,1576.82,1579.74,31811
2023-11-15,1566.5,1568.03,1560.62,1564.09,8302
2023-11-16,1552.99,1556.6,1547.98,1552.15,19293
2023-11-17,1552.12,1555.58,1550.03,1552.42,28970
2023-11-20,1541.27,1544.44,1537.92,1540.77,8318
2023-11-21,1531.91,1533.81,1530.09,1531.45,23988
2023-11-22,1525.41,1529.89,1521.78,1523.66,12949
2023-11-23,1538.22,1544.97,1533.72,1540.5,30127
2023-11-24,1541.17,1545.67,1539.12,1540.78,15511
2023-11-27,1526.56,1528.42,1524.05,1526.3,22819
2023-11-28,1518.36,1520.89,1513.7,1516.87,22821
2023-11-29,1510.94,1516.95,1502.99,1506.51,10648
2023-11-30,1480.87,1482.66,1480.14,1481.86,28909
2023-12-01,1480.59,1485.67,1478.82,1482.5,32011
2023-12-04,1491.32,1496.34,1486.88,1493.0,10472
2023-12-05,1457.21,1459.87,1455.02,1458.21,23409
2023-12-06,1488.61,1490.18,1483.12,1485.64,18205
2023-12-07,1460.42,1465.42,1457.41,1463.64,27064
2023-12-08,1461.05,1465.82,1457.29,1463.2,32955
2023-12-11,1442.17,1447.08,1437.48,1445.02,25348
2023-12-12,1464.18,1470.44,1459.69,1466.57,29136
2023-12-13,1471.09,1473.1,1468.35,1469.79,15287
2023-12-14,1468.11,1470.88,1464.44,1469.26,20042
2023-12-15,1482.12,1483.94,1478.9,1480.98,34028
2023-12-18,1475.94,1479.41,1474.25,1477.57,24495
2023-12-19,1508.1,1514.24,1505.64,1511.18,29084
2023-12-20,1505.62,1511.17,1497.26,1502.5,32815
2023-12-21,1485.76,1488.5,1483.32,1485.49,9281
2023-12-22,1473.24,1485.08,1467.14,1478.16,13276
2023-12-25,1486.97,1491.19,1484.5,1486.47,25453
2023-12-26,1487.31,1492.24,1483.13,1485.42,25724
2023-12-27,1479.21,1481.08,1476.95,1478.82,15366
2023-12-28,1500.29,1501.36,1496.49,1499.14,13211
2023-12-29,1483.1,1484.59,1479.16,1483.4,32329
2024-01-01,1490.16,1494.1,1483.01,1486.49,9534
2024-01-02,1488.48,1499.27,1481.44,1492.91,9718
2024-01-03,1504.12,1509.6,1500.22,1504.12,12962
2024-01-04,1519.24,1520.26,1515.93,1519.39,16957
2024-01-05,1529.56,1537.33,1523.4,1530.34,34037
2024-01-08,1520.91,1523.06,1518.01,1521.05,13091
2024-01-09,1514.83,1516.48,1505.59,1511.94,34583
2024-01-10,1526.05,1528.29,1524.67,1527.35,21695
2024-01-11,1517.12,1519.5,1515.12,1515.96,10174
2024-01-12,1528.23,1530.99,1524.41,1527.02,8725
2024-01-15,1530.56,1536.35,1525.05,1530.0,10540
2024-01-16,1541.09,1545.7,1534.52,1536.28,25533
2024-01-17,1528.19,1530.51,1525.01,1527.55,10574
2024-01-18,1557.3,1558.0,1555.15,1556.58,28193
2024-01-19,1552.97,1556.18,1549.72,1551.04,29920
2024-01-22,1552.56,1559.46,1548.66,1555.31,13260
2024-01-23,1594.77,1597.25,1588.88,1595.38,10698
2024-01-24,1606.74,1609.97,1599.41,1604.06,16696
2024-01-25,1591.18,1593.87,1587.61,1590.51,23017
2024-01-26,1604.06,1609.62,1600.37,1602.53,22931
2024-01-29,1589.0,1589.73,1587.13,1587.95,16336
2024-01-30,1573.01,1574.69,1572.0,1573.59,20881
2024-01-31,1569.93,1581.33,1563.43,1575.17,11784
2024-02-01,1592.96,1597.61,1587.39,1590.8,30134
2024-02-02,1596.38,1599.54,1593.85,1597.56,8907
2024-02-05,1598.11,1602.27,1594.78,1598.49,19368
2024-02-06,1580.91,1587.22,1573.8,1579.01,21272
2024-02-07,1551.5,1557.3,1549.2,1554.71,8714
2024-02-08,1563.08,1564.8,1560.45,1564.08,8688
2024-02-09,1558.31,1559.86,1552.36,1557.23,24649
2024-02-12,1574.03,1575.65,1571.73,1574.01,16403
2024-02-13,1560.2,1567.6,1556.21,1561.8,30865
2024-02-14,1541.36,1544.99,1536.99,1541.5,15424
2024-02-15,1530.11,1533.75,1526.29,1529.08,31844
2024-02-16,1521.29,1524.78,1518.48,1522.3,10794
2024-02-19,1538.09,1540.48,1536.32,1538.24,18603
2024-02-20,1550.62,1555.96,1546.33,1552.57,17620
2024-02-21,1543.13,1547.78,1541.08,1544.72,17347
2024-02-22,1538.52,1543.03,1532.02,1539.1,25480
2024-02-23,1528.45,1535.35,1526.74,1530.94,12405
2024-02-26,1538.28,1544.09,1533.16,1539.22,33765
2024-02-27,1547.81,1551.37,1544.52,1546.58,26501
2024-02-28,1542.42,1545.06,1539.82,1544.33,26863
2024-02-29,1562.48,1564.54,1560.56,1561.29,10974
2024-03-01,1571.88,1580.24,1568.16,1575.08,32494
2024-03-04,1578.01,1579.84,1572.03,1575.66,10721
2024-03-05,1573.95,1577.66,1571.18,1572.28,14266
2024-03-06,1594.46,1602.34,1591.69,1597.86,17241
2024-03-07,1608.01,1610.61,1604.35,1606.32,31718
2024-03-08,1600.96,1607.56,1596.56,1601.39,14693
2024-03-11,1604.59,1605.45,1603.63,1604.2,24098
2024-03-12,1581.66,1592.15,1577.66,1585.18,17090
2024-03-13,1562.64,1564.28,1555.48,1562.63,23099
2024-03-14,1558.71,1566.25,1553.7,1558.81,32362
2024-03-15,1548.22,1551.27,1546.57,1549.29,15781
2024-03-18,1543.3,1545.79,1539.26,1542.13,34102
2024-03-19,1554.28,1560.01,1545.36,1551.21,19673
2024-03-20,1560.9,1567.2,1556.76,1563.65,27041
2024-03-21,1590.2,1590.99,1585.41,1588.84,21456
2024-03-22,1560.45,1563.07,1557.39,1559.06,30041
2024-03-25,1573.33,1577.12,1569.23,1573.33,23403
2024-03-26,1556.77,1561.61,1551.14,1559.15,29868
2024-03-27,1566.02,1578.68,1559.6,1571.17,34224
2024-03-28,1581.25,1586.82,1577.51,1579.3,28665
2024-03-29,1580.68,1582.61,1575.1,1580.29,19672
2024-04-01,1596.05,1596.96,1593.18,1595.28,8445
2024-04-02,1606.86,1608.66,1602.79,1606.49,23988
2024-04-03,1616.79,1623.67,1611.61,1618.55,14081
2024-04-04,1649.01,1652.87,1647.43,1650.73,31003
2024-04-05,1644.92,1650.67,1641.69,1646.31,29575
2024-04-08,1647.34,1650.02,1635.59,1643.15,21606
2024-04-09,1659.43,1667.9,1652.19,1663.92,21038
2024-04-10,1661.42,1663.86,1656.4,1660.49,20034
2024-04-11,1656.44,1666.86,1652.24,1660.14,9990
2024-04-12,1683.53,1689.08,1673.54,1681.31,29619
2024-04-15,1684.57,1691.07,1682.53,1688.75,16857
2024-04-16,1711.58,1716.66,1702.34,1706.3,31836
2024-04-17,1709.23,1710.54,1703.62,1705.64,13941
2024-04-18,1678.99,1682.43,1676.2,1680.57,14096
2024-04-19,1680.65,1682.96,1675.87,1679.1,26752
2024-04-22,1656.41,1664.53,1651.17,1658.34,15492
2024-04-23,1660.64,1667.37,1658.04,1664.16,26155
2024-04-24,1683.54,1685.3,1675.0,1681.04,19223
2024-04-25,1655.9,1657.8,1647.27,1654.49,22428
2024-04-26,1642.52,1643.98,1640.79,1641.92,28408
2024-04-29,1669.32,1671.04,1666.3,1668.45,13675
2024-04-30,1683.13,1684.05,1679.79,1681.17,19260
2024-05-01,1685.54,1691.85,1682.11,1686.88,26345
2024-05-02,1687.26,1692.16,1684.89,1688.43,23547
2024-05-03,1677.66,1683.23,1672.44,1676.02,31714
2024-05-06,1668.31,1675.12,1665.52,1670.37,12617
2024-05-07,1684.12,1688.64,1682.93,1686.03,33711
2024-05-08,1661.71,1663.43,1658.88,1660.28,22648
2024-05-09,1650.1,1652.57,1648.35,1651.51,19610
2024-05-10,1669.93,1672.7,1668.3,1670.52,12133
2024-05-13,1651.6,1664.13,1643.7,1656.93,28476
2024-05-14,1672.06,1681.21,1666.35,1676.56,29648
2024-05-15,1669.76,1681.64,1661.11,1674.14,19646
2024-05-16,1645.66,1657.18,1640.56,1650.01,28436
2024-05-17,1673.23,1676.17,1669.5,1672.65,34323
2024-05-20,1684.37,1689.01,1683.25,1686.5,13101
2024-05-21,1673.22,1674.8,1671.23,1672.41,31662
2024-05-22,1668.4,1672.84,1665.99,1670.04,28285
2024-05-23,1672.42,1682.46,1669.84,1678.06,12457
2024-05-24,1660.94,1663.22,1658.8,1661.84,29330
2024-05-27,1660.4,1672.44,1652.44,1664.29,33954
2024-05-28,1710.04,1717.77,1704.28,1706.42,10112
2024-05-29,1724.44,1736.81,1714.91,1727.54,14107
2024-05-30,1727.72,1730.16,1725.86,1727.02,26849
2024-05-31,1721.7,1730.13,1718.0,1724.41,25633
2024-06-03,1721.81,1723.24,1721.23,1722.32,13579
2024-06-04,1734.42,1740.94,1724.96,1730.05,24998
2024-06-05,1726.9,1732.28,1723.12,1728.71,9663
2024-06-06,1720.66,1726.19,1712.06,1717.03,30705
2024-06-07,1708.11,1713.19,1700.41,1709.43,22714
2024-06-10,1680.84,1685.89,1678.19,1682.36,24764
2024-06-11,1674.8,1678.07,1665.43,1671.14,9078
2024-06-12,1663.6,1672.35,1657.78,1667.86,24419
2024-06-13,1673.34,1676.24,1671.22,1674.43,15649
2024-06-14,1670.3,1677.59,1664.9,1673.7,13937
2024-06-17,1669.51,1672.37,1661.29,1667.07,8761
2024-06-18,1650.67,1656.98,1647.35,1653.15,14949
2024-06-19,1640.72,1642.46,1638.09,1638.75,11236
2024-06-20,1668.01,1670.48,1664.83,1666.87,19301
2024-06-21,1638.34,1652.57,1629.21,1644.07,9061
2024-06-24,1644.68,1646.86,1640.28,1643.59,25909
2024-06-25,1603.25,1605.26,1601.78,1603.62,18801
2024-06-26,1597.63,1604.79,1591.27,1599.3,22319
2024-06-27,1600.6,1604.27,1593.0,1598.65,30136
2024-06-28,1596.36,1601.33,1592.54,1597.99,16232
2024-07-01,1602.67,1606.4,1600.39,1601.85,31404
2024-07-02,1624.49,1630.39,1619.99,1623.96,30373
2024-07-03,1604.99,1607.49,1600.29,1603.18,8972
2024-07-04,1602.32,1604.4,1599.94,1602.05,10516
2024-07-05,1581.53,1582.98,1578.25,1581.99,31806
2024-07-08,1573.15,1580.35,1571.77,1576.19,33893
2024-07-09,1550.55,1555.91,1546.38,1551.14,33566
2024-07-10,1553.18,1555.14,1547.4,1551.7,15393
2024-07-11,1543.04,1547.77,1539.75,1546.08,11870
2024-07-12,1567.17,1568.07,1565.35,1567.07,13462
2024-07-15,1562.29,1563.43,1559.79,1561.26,19907
2024-07-16,1543.76,1549.89,1539.97,1546.05,20602
2024-07-17,1551.45,1552.06,1550.24,1551.04,16736
2024-07-18,1585.55,1589.95,1581.31,1587.62,12869
2024-07-19,1626.57,1628.63,1622.58,1624.68,12971
2024-07-22,1617.43,1618.45,1612.18,1615.01,12653
2024-07-23,1625.73,1629.05,1623.89,1625.51,20224
2024-07-24,1611.99,1618.75,1608.59,1614.24,32363
2024-07-25,1619.54,1622.41,1613.51,1617.73,32440
2024-07-26,1612.76,1616.3,1611.09,1613.38,18603
2024-07-29,1634.21,1639.57,1630.42,1633.75,28344
2024-07-30,1632.1,1636.3,1628.04,1633.03,15157
2024-07-31,1645.33,1654.32,1642.49,1648.57,20112
2024-08-01,1638.68,1645.91,1636.91,1641.8,29602
2024-08-02,1625.57,1628.63,1622.49,1626.12,29306
2024-08-05,1629.64,1632.79,1628.45,1630.98,25472
2024-08-06,1626.67,1631.38,1623.11,1627.35,23497
2024-08-07,1631.89,1641.76,1626.96,1634.43,16360
2024-08-08,1624.28,1626.69,1621.52,1624.1,12809
2024-08-09,1603.86,1608.06,1600.87,1605.28,16726
2024-08-12,1602.44,1604.45,1596.73,1600.92,25786
2024-08-13,1600.96,1609.74,1597.5,1605.1,27652
2024-08-14,1623.85,1627.19,1614.74,1620.15,21508
2024-08-15,1599.67,1603.6,1592.74,1597.0,21055
2024-08-16,1603.25,1608.83,1592.23,1600.27,12119
2024-08-19,1604.98,1609.65,1598.35,1603.01,24924
2024-08-20,1598.46,1606.07,1595.37,1601.02,31111
2024-08-21,1592.03,1593.84,1591.44,1592.78,18340
2024-08-22,1584.13,1588.4,1581.11,1584.95,19223
2024-08-23,1592.39,1597.66,1588.71,1595.97,8170
2024-08-26,1589.98,1593.14,1582.47,1586.82,15566
2024-08-27,1555.04,1556.44,1551.85,1554.24,18912
2024-08-28,1538.11,1548.42,1531.75,1542.47,15966
2024-08-29,1558.38,1560.46,1550.12,1555.37,32268
2024-08-30,1531.18,1533.83,1528.44,1530.64,29784
2024-09-02,1512.96,1516.35,1511.76,1513.9,27539
2024-09-03,1510.73,1511.92,1509.61,1511.05,31884
2024-09-04,1521.12,1524.88,1520.06,1522.47,24589
2024-09-05,1533.08,1535.7,1527.81,1530.82,13467
2024-09-06,1542.73,1546.89,1536.59,1545.28,13009
2024-09-09,1550.08,1551.96,1548.73,1550.8,8380
2024-09-10,1539.01,1541.63,1530.49,1536.84,12764
2024-09-11,1528.02,1530.79,1524.3,1528.32,28870
2024-09-12,1582.82,1586.9,1575.06,1579.33,29141
2024-09-13,1609.62,1611.22,1605.99,1609.68,31071
2024-09-16,1596.16,1600.31,1595.27,1597.27,13042
2024-09-17,1605.43,1611.01,1599.22,1604.46,33817
2024-09-18,1611.94,1616.42,1602.28,1609.38,26518
2024-09-19,1621.22,1627.94,1611.87,1618.94,34952
2024-09-20,1612.84,1614.02,1609.37,1611.44,18928
2024-09-23,1612.56,1617.54,1610.94,1612.95,24618
2024-09-24,1609.1,1610.16,1606.65,1607.66,34845
2024-09-25,1594.38,1598.06,1588.34,1592.79,29858
2024-09-26,1601.03,1608.36,1594.36,1597.88,20738
2024-09-27,1593.62,1597.44,1591.31,1594.3,22944
2024-09-30,1595.13,1600.78,1589.47,1599.14,14981
2024-10-01,1615.88,1624.83,1610.65,1617.82,31048
2024-10-02,1669.89,1670.61,1666.58,1668.91,13441
2024-10-03,1663.98,1666.36,1653.29,1658.71,10747
2024-10-04,1678.35,1680.25,1675.76,1678.39,8492
2024-10-07,1679.67,1682.39,1675.87,1679.19,23350
2024-10-08,1687.6,1690.77,1680.68,1683.02,22028
2024-10-09,1677.86,1681.87,1676.55,1679.07,32096
2024-10-10,1654.62,1660.44,1644.17,1652.03,14555
2024-10-11,1645.58,1648.85,1642.5,1645.06,23896
2024-10-14,1661.22,1665.58,1656.29,1663.46,12472
2024-10-15,1667.07,1674.18,1663.56,1669.96,8707
2024-10-16,1694.27,1697.16,1685.69,1692.64,32712
2024-10-17,1680.3,1684.48,1678.33,1681.56,28527
2024-10-18,1667.8,1671.33,1664.56,1668.16,28425
